 ,Area,Mean,Min,Max,X,Y
1,0.000,146,146,146,0.493,1.041
2,0.000,155,155,155,1.144,1.390
3,0.000,88,88,88,1.144,2.075
4,0.000,161,161,161,0.788,1.993
5,0.000,134,134,134,0.678,2.240
6,0.000,180,180,180,0.377,3.116
7,0.000,149,149,149,0.623,3.281
8,0.000,146,146,146,3.144,0.130
9,0.000,146,146,146,3.445,0.514
10,0.000,128,128,128,3.637,1.007
11,0.000,171,171,171,3.719,0.678
12,0.000,177,177,177,4.103,0.432
13,0.000,161,161,161,4.021,0.130
14,0.000,177,177,177,4.103,1.199
15,0.000,189,189,189,4.212,1.062
16,0.000,189,189,189,4.459,1.445
17,0.000,155,155,155,4.514,1.007
18,0.000,140,140,140,4.623,0.678
19,0.000,155,155,155,4.870,0.733
20,0.000,177,177,177,4.925,0.404
21,0.000,152,152,152,5.390,0.130
22,0.000,189,189,189,5.390,0.322
23,0.000,164,164,164,5.555,0.377
24,0.000,167,167,167,5.801,0.568
25,0.000,158,158,158,5.856,0.267
26,0.000,161,161,161,6.021,0.377
27,0.000,195,195,195,6.623,0.130
28,0.000,177,177,177,5.226,1.993
29,0.000,171,171,171,5.144,2.267
30,0.000,177,177,177,5.473,2.349
31,0.000,123,123,123,4.212,2.651
32,0.000,120,120,120,2.103,4.842
33,0.000,114,114,114,2.952,4.979
34,0.000,97,97,97,2.705,4.295
35,0.000,208,208,208,3.062,4.185
36,0.000,158,158,158,3.308,3.993
37,0.000,140,140,140,3.500,3.747
38,0.000,155,155,155,3.856,3.801
39,0.000,149,149,149,4.075,3.911
40,0.000,167,167,167,4.295,4.021
41,0.000,167,167,167,4.486,4.158
42,0.000,155,155,155,4.733,4.267
43,0.000,137,137,137,4.925,4.432
44,0.000,123,123,123,5.610,5.116
45,0.000,146,146,146,5.747,5.610
46,0.000,158,158,158,5.856,5.938
47,0.000,99,99,99,5.829,6.240
48,0.000,117,117,117,5.445,6.596
49,0.000,128,128,128,5.116,6.432
50,0.000,140,140,140,4.979,6.295
51,0.000,146,146,146,4.870,6.103
52,0.000,149,149,149,4.568,5.966
53,0.000,0,0,0,4.021,4.733
54,0.000,94,94,94,5.856,3.199
55,0.000,58,58,58,6.952,4.541
56,0.000,158,158,158,6.870,3.938
57,0.000,146,146,146,6.815,3.610
58,0.000,174,174,174,6.705,3.418
59,0.000,155,155,155,6.404,3.116
60,0.000,186,186,186,6.185,2.897
61,0.000,117,117,117,7.034,2.103
62,0.000,183,183,183,6.541,1.747
63,0.000,161,161,161,7.527,0.897
64,0.000,174,174,174,8.021,0.733
65,0.000,186,186,186,8.404,0.979
66,0.000,158,158,158,8.733,1.034
67,0.000,183,183,183,9.171,1.281
68,0.000,189,189,189,9.226,1.692
69,0.000,180,180,180,9.390,2.048
70,0.000,171,171,171,9.582,2.267
71,0.000,195,195,195,9.829,2.568
72,0.000,180,180,180,8.377,0.322
73,0.000,177,177,177,9.089,0.760
74,0.000,174,174,174,9.390,0.240
75,0.000,161,161,161,9.801,1.034
76,0.000,171,171,171,10.322,2.021
77,0.000,120,120,120,10.705,1.801
78,0.000,143,143,143,10.404,1.555
79,0.000,149,149,149,10.377,1.281
80,0.000,180,180,180,10.404,1.144
81,0.000,146,146,146,10.815,0.979
82,0.000,183,183,183,10.432,0.486
83,0.000,189,189,189,11.336,1.829
84,0.000,158,158,158,11.527,1.281
85,0.000,155,155,155,11.966,1.473
86,0.000,167,167,167,12.349,1.582
87,0.000,171,171,171,11.500,0.979
88,0.000,91,91,91,12.651,1.774
89,0.000,120,120,120,12.842,1.801
90,0.000,189,189,189,13.144,1.829
91,0.000,143,143,143,13.390,1.747
92,0.000,180,180,180,13.774,1.664
93,0.000,167,167,167,14.048,1.500
94,0.000,171,171,171,14.404,1.390
95,0.000,164,164,164,14.623,0.979
96,0.000,167,167,167,14.952,0.514
97,0.000,97,97,97,15.390,0.925
98,0.000,174,174,174,15.363,0.541
99,0.000,161,161,161,15.500,0.322
100,0.000,155,155,155,15.692,0.212
101,0.000,134,134,134,15.966,0.130
102,0.000,152,152,152,16.240,0.267
103,0.000,114,114,114,16.897,0.404
104,0.000,131,131,131,17.199,0.651
105,0.000,137,137,137,17.226,0.788
106,0.000,97,97,97,17.116,1.226
107,0.000,164,164,164,16.842,1.473
108,0.000,88,88,88,16.267,1.637
109,0.000,161,161,161,16.158,1.116
110,0.000,99,99,99,20.432,0.267
111,0.000,97,97,97,20.568,0.623
112,0.000,171,171,171,20.870,0.705
113,0.000,180,180,180,18.788,1.719
114,0.000,149,149,149,19.363,2.185
115,0.000,189,189,189,18.788,2.295
116,0.000,143,143,143,18.541,2.514
117,0.000,158,158,158,18.295,2.568
118,0.000,49,49,49,17.226,3.527
119,0.000,128,128,128,19.226,3.801
120,0.000,126,126,126,15.884,2.760
121,0.000,155,155,155,15.390,2.678
122,0.000,143,143,143,15.062,2.651
123,0.000,164,164,164,14.870,2.651
124,0.000,171,171,171,14.541,2.815
125,0.000,189,189,189,14.130,2.952
126,0.000,174,174,174,13.938,3.062
127,0.000,152,152,152,13.829,3.144
128,0.000,158,158,158,13.527,3.253
129,0.000,186,186,186,13.445,3.610
130,0.000,149,149,149,13.226,3.856
131,0.000,161,161,161,13.390,2.705
132,0.000,171,171,171,13.527,2.377
133,0.000,155,155,155,13.610,4.295
134,0.000,152,152,152,13.884,4.459
135,0.000,180,180,180,14.212,4.760
136,0.000,192,192,192,14.568,4.623
137,0.000,149,149,149,14.788,4.514
138,0.000,149,149,149,15.582,4.678
139,0.000,164,164,164,15.144,4.842
140,0.000,161,161,161,15.445,5.226
141,0.000,164,164,164,15.801,5.610
142,0.000,155,155,155,16.158,5.664
143,0.000,174,174,174,16.651,6.979
144,0.000,186,186,186,17.363,5.336
145,0.000,155,155,155,17.664,5.034
146,0.000,161,161,161,17.747,4.760
147,0.000,167,167,167,17.719,4.295
148,0.000,161,161,161,17.555,4.158
149,0.000,149,149,149,17.473,3.966
150,0.000,167,167,167,17.363,3.884
151,0.000,155,155,155,19.281,4.925
152,0.000,177,177,177,19.007,4.568
153,0.000,143,143,143,20.705,4.815
154,0.000,177,177,177,20.788,4.541
155,0.000,171,171,171,20.130,4.240
156,0.000,120,120,120,20.979,6.760
