 ,Area,Mean,Min,Max,X,Y
1,0.000,93,93,93,0.329,1.452
2,0.000,155,155,155,1.500,1.610
3,0.000,132,132,132,2.295,1.719
4,0.000,200,200,200,3.199,1.555
5,0.000,212,212,212,3.692,1.253
6,0.000,192,192,192,3.938,1.199
7,0.000,192,192,192,4.377,1.007
8,0.000,235,235,235,4.788,0.432
9,0.000,227,227,227,4.514,0.349
10,0.000,166,166,166,4.349,0.295
11,0.000,103,103,103,4.103,0.130
12,0.000,121,121,121,5.555,1.007
13,0.000,111,111,111,0.870,4.459
14,0.000,125,125,125,2.158,3.034
15,0.000,140,140,140,2.788,2.870
16,0.000,162,162,162,2.459,2.404
17,0.000,215,215,215,0.158,6.514
18,0.000,162,162,162,0.432,6.158
19,0.000,208,208,208,0.815,5.911
20,0.000,177,177,177,1.281,5.418
21,0.000,173,173,173,0.788,5.527
22,0.000,166,166,166,0.514,5.199
23,0.000,192,192,192,1.445,5.308
24,0.000,200,200,200,2.021,5.171
25,0.000,227,227,227,2.212,5.418
26,0.000,188,188,188,2.267,5.664
27,0.000,208,208,208,2.021,5.774
28,0.000,143,143,143,2.459,6.404
29,0.000,196,196,196,2.349,7.062
30,0.000,188,188,188,1.856,7.555
31,0.000,121,121,121,1.034,6.897
32,0.000,208,208,208,2.212,3.966
33,0.000,215,215,215,2.486,4.377
34,0.000,231,231,231,3.473,4.733
35,0.000,212,212,212,3.774,4.459
36,0.000,129,129,129,4.404,4.541
37,0.000,118,118,118,4.733,2.623
38,0.000,155,155,155,4.349,3.144
39,0.000,129,129,129,5.938,2.514
40,0.000,177,177,177,7.062,2.295
41,0.000,162,162,162,6.432,1.692
42,0.000,215,215,215,6.349,1.500
43,0.000,188,188,188,6.432,1.253
44,0.000,158,158,158,6.623,0.925
45,0.000,162,162,162,7.390,1.034
46,0.000,181,181,181,7.911,1.116
47,0.000,215,215,215,8.322,0.979
48,0.000,140,140,140,9.253,0.130
49,0.000,125,125,125,9.199,0.075
50,0.000,140,140,140,8.870,1.719
51,0.000,158,158,158,8.596,2.651
52,0.000,103,103,103,6.432,3.308
53,0.000,114,114,114,6.925,3.555
54,0.000,200,200,200,7.966,3.692
55,0.000,200,200,200,8.075,3.418
56,0.000,173,173,173,8.240,3.171
57,0.000,103,103,103,8.979,3.308
58,0.000,188,188,188,9.281,3.336
59,0.000,181,181,181,10.459,3.336
60,0.000,155,155,155,10.541,2.377
61,0.000,181,181,181,10.130,2.130
62,0.000,75,75,75,11.171,1.253
63,0.000,132,132,132,11.445,1.418
64,0.000,177,177,177,11.199,2.240
65,0.000,177,177,177,11.308,1.966
66,0.000,181,181,181,11.445,1.719
67,0.000,132,132,132,11.582,3.637
68,0.000,125,125,125,9.884,6.952
69,0.000,166,166,166,9.966,6.267
70,0.000,170,170,170,10.130,6.103
71,0.000,219,219,219,10.130,5.938
72,0.000,188,188,188,10.158,5.747
73,0.000,177,177,177,10.158,5.363
74,0.000,231,231,231,10.158,4.952
75,0.000,166,166,166,10.212,4.705
76,0.000,185,185,185,10.349,4.568
77,0.000,177,177,177,10.541,4.514
78,0.000,200,200,200,10.705,4.404
79,0.000,192,192,192,10.925,4.295
80,0.000,223,223,223,11.089,4.158
81,0.000,147,147,147,10.870,6.185
82,0.000,118,118,118,10.678,5.774
83,0.000,118,118,118,12.459,6.404
84,0.000,166,166,166,12.185,5.664
85,0.000,100,100,100,13.089,3.856
86,0.000,166,166,166,12.404,4.486
87,0.000,196,196,196,12.021,4.432
88,0.000,215,215,215,11.911,4.295
89,0.000,173,173,173,12.870,3.089
90,0.000,173,173,173,13.801,2.678
91,0.000,196,196,196,13.500,3.719
92,0.000,185,185,185,13.390,2.486
93,0.000,166,166,166,12.979,2.130
94,0.000,188,188,188,12.815,1.966
95,0.000,204,204,204,13.062,1.610
96,0.000,162,162,162,12.075,1.007
97,0.000,173,173,173,13.884,0.486
98,0.000,143,143,143,15.856,1.062
99,0.000,132,132,132,14.979,3.226
100,0.000,162,162,162,15.253,2.897
101,0.000,196,196,196,15.281,2.596
102,0.000,181,181,181,15.856,2.897
103,0.000,151,151,151,16.021,4.103
104,0.000,212,212,212,16.349,3.856
105,0.000,158,158,158,16.349,3.664
106,0.000,166,166,166,16.432,3.527
107,0.000,136,136,136,16.240,3.473
108,0.000,177,177,177,16.158,3.308
109,0.000,196,196,196,15.966,2.212
110,0.000,158,158,158,19.171,1.582
111,0.000,223,223,223,18.377,1.884
112,0.000,204,204,204,18.103,1.062
113,0.000,173,173,173,20.705,0.212
114,0.000,181,181,181,20.678,2.815
115,0.000,151,151,151,20.651,2.596
116,0.000,166,166,166,20.568,2.404
117,0.000,212,212,212,20.377,2.130
