 ,Area,Mean,Min,Max,X,Y
1,0.000,36,36,36,0.082,1.890
2,0.000,134,134,134,0.870,1.281
3,0.000,60,60,60,2.185,0.541
4,0.000,97,97,97,1.884,1.171
5,0.000,115,115,115,2.322,1.308
6,0.000,128,128,128,2.514,1.336
7,0.000,91,91,91,2.815,1.281
8,0.000,125,125,125,3.116,1.034
9,0.000,112,112,112,3.226,0.952
10,0.000,115,115,115,3.418,1.938
11,0.000,94,94,94,3.829,1.445
12,0.000,115,115,115,3.719,1.281
13,0.000,72,72,72,4.158,1.116
14,0.000,63,63,63,4.295,0.925
15,0.000,51,51,51,4.733,0.788
16,0.000,147,147,147,5.007,0.760
17,0.000,66,66,66,5.363,0.842
18,0.000,131,131,131,3.801,2.240
19,0.000,144,144,144,3.938,2.295
20,0.000,115,115,115,4.212,2.788
21,0.000,81,81,81,0.514,2.678
22,0.000,106,106,106,0.705,2.842
23,0.000,119,119,119,1.034,2.925
24,0.000,81,81,81,1.582,3.144
25,0.000,112,112,112,1.664,3.555
26,0.000,66,66,66,1.747,4.514
27,0.000,33,33,33,0.705,5.144
28,0.000,75,75,75,3.993,4.322
29,0.000,122,122,122,4.568,4.514
30,0.000,36,36,36,5.966,3.171
31,0.000,54,54,54,6.158,2.678
32,0.000,91,91,91,7.363,2.486
33,0.000,128,128,128,8.185,3.116
34,0.000,84,84,84,8.541,1.144
35,0.000,57,57,57,8.952,0.651
36,0.000,115,115,115,8.075,2.897
37,0.000,66,66,66,10.459,0.295
38,0.000,154,154,154,10.897,0.103
39,0.000,131,131,131,11.171,1.363
40,0.000,144,144,144,11.801,1.390
41,0.000,81,81,81,12.158,1.418
42,0.000,103,103,103,11.938,1.774
43,0.000,97,97,97,11.938,2.212
44,0.000,100,100,100,12.815,1.363
45,0.000,154,154,154,12.267,0.733
46,0.000,119,119,119,12.788,0.486
47,0.000,31,31,31,14.404,0.075
48,0.000,134,134,134,13.527,1.719
49,0.000,97,97,97,14.103,2.130
50,0.000,78,78,78,14.651,2.733
51,0.000,60,60,60,14.979,2.678
52,0.000,115,115,115,15.144,2.760
53,0.000,94,94,94,15.390,2.486
54,0.000,106,106,106,15.610,2.322
55,0.000,97,97,97,15.884,2.158
56,0.000,122,122,122,16.322,2.075
57,0.000,60,60,60,16.240,1.418
58,0.000,106,106,106,17.281,0.404
59,0.000,100,100,100,16.623,1.966
60,0.000,103,103,103,17.007,2.130
61,0.000,103,103,103,17.226,2.267
62,0.000,109,109,109,17.527,2.021
63,0.000,84,84,84,17.747,1.993
64,0.000,115,115,115,18.048,2.212
65,0.000,84,84,84,18.075,1.363
66,0.000,122,122,122,18.404,1.116
67,0.000,48,48,48,19.034,0.870
68,0.000,112,112,112,19.966,0.158
69,0.000,63,63,63,19.993,0.568
70,0.000,81,81,81,21.007,1.966
71,0.000,100,100,100,20.842,1.884
72,0.000,157,157,157,20.788,1.747
73,0.000,100,100,100,20.596,1.637
74,0.000,112,112,112,20.404,1.527
75,0.000,69,69,69,20.295,1.363
76,0.000,57,57,57,20.240,1.171
77,0.000,91,91,91,20.103,1.007
78,0.000,94,94,94,20.103,0.897
79,0.000,112,112,112,19.226,2.705
80,0.000,75,75,75,17.527,2.979
81,0.000,97,97,97,17.637,3.418
82,0.000,31,31,31,17.911,3.527
83,0.000,75,75,75,18.185,3.062
84,0.000,63,63,63,21.007,6.760
85,0.000,106,106,106,20.842,6.486
86,0.000,115,115,115,20.541,6.267
87,0.000,94,94,94,20.185,6.130
88,0.000,112,112,112,19.938,5.911
89,0.000,72,72,72,19.637,5.938
90,0.000,72,72,72,19.747,6.322
91,0.000,87,87,87,18.651,6.514
92,0.000,128,128,128,19.281,5.966
93,0.000,106,106,106,19.719,4.788
94,0.000,134,134,134,19.418,4.760
95,0.000,48,48,48,18.925,4.788
96,0.000,94,94,94,18.788,5.062
97,0.000,134,134,134,18.486,5.473
98,0.000,78,78,78,18.212,5.692
99,0.000,72,72,72,17.692,5.911
100,0.000,119,119,119,17.418,5.801
101,0.000,84,84,84,17.199,5.226
102,0.000,97,97,97,17.116,4.788
103,0.000,60,60,60,16.842,4.404
104,0.000,138,138,138,16.404,4.212
105,0.000,33,33,33,15.253,4.705
106,0.000,69,69,69,15.089,4.733
107,0.000,84,84,84,14.897,4.349
108,0.000,141,141,141,14.623,4.295
109,0.000,115,115,115,14.459,4.158
110,0.000,122,122,122,14.295,3.829
111,0.000,97,97,97,14.048,3.664
112,0.000,134,134,134,13.144,4.158
113,0.000,147,147,147,13.144,3.308
114,0.000,131,131,131,12.212,2.815
115,0.000,91,91,91,10.623,4.295
116,0.000,81,81,81,9.774,3.993
117,0.000,84,84,84,9.226,4.130
118,0.000,109,109,109,7.007,4.377
119,0.000,115,115,115,6.651,4.377
120,0.000,131,131,131,6.404,4.897
121,0.000,112,112,112,5.747,4.760
122,0.000,69,69,69,4.541,6.568
123,0.000,66,66,66,0.623,8.075
124,0.000,81,81,81,1.199,8.651
125,0.000,106,106,106,4.075,7.582
126,0.000,87,87,87,4.048,8.103
127,0.000,36,36,36,0.952,11.664
128,0.000,66,66,66,1.034,11.884
129,0.000,84,84,84,0.514,13.884
130,0.000,103,103,103,1.692,13.445
131,0.000,75,75,75,2.048,13.308
132,0.000,63,63,63,2.486,13.144
133,0.000,54,54,54,2.870,12.459
134,0.000,81,81,81,2.979,11.062
135,0.000,31,31,31,3.719,11.582
136,0.000,115,115,115,3.226,9.500
137,0.000,109,109,109,5.527,11.089
138,0.000,138,138,138,3.500,13.692
139,0.000,109,109,109,3.719,13.829
140,0.000,33,33,33,4.459,13.445
141,0.000,84,84,84,7.363,13.527
142,0.000,84,84,84,7.801,13.418
143,0.000,160,160,160,8.240,13.664
144,0.000,179,179,179,12.295,13.966
145,0.000,78,78,78,13.007,13.966
146,0.000,103,103,103,14.404,12.897
147,0.000,106,106,106,13.884,12.404
148,0.000,97,97,97,13.062,11.966
149,0.000,115,115,115,19.884,13.938
150,0.000,154,154,154,17.034,13.856
151,0.000,106,106,106,17.144,13.144
152,0.000,54,54,54,16.979,12.404
153,0.000,122,122,122,17.774,11.555
154,0.000,28,28,28,19.034,11.500
155,0.000,54,54,54,19.856,11.747
156,0.000,60,60,60,17.692,10.788
157,0.000,39,39,39,17.363,10.514
158,0.000,63,63,63,19.692,8.815
159,0.000,78,78,78,19.281,8.815
160,0.000,72,72,72,19.445,8.623
161,0.000,94,94,94,17.281,7.116
162,0.000,57,57,57,16.568,8.514
163,0.000,72,72,72,16.349,8.596
164,0.000,36,36,36,16.103,7.253
165,0.000,106,106,106,16.514,7.390
166,0.000,100,100,100,15.555,7.226
167,0.000,109,109,109,15.089,7.089
168,0.000,81,81,81,14.788,6.788
169,0.000,106,106,106,4.760,8.541
170,0.000,141,141,141,5.445,7.336
171,0.000,103,103,103,6.075,6.322
172,0.000,69,69,69,7.007,5.993
173,0.000,147,147,147,7.253,6.349
174,0.000,160,160,160,7.445,6.568
175,0.000,103,103,103,7.774,6.623
176,0.000,125,125,125,8.349,6.925
177,0.000,42,42,42,10.103,6.733
178,0.000,112,112,112,10.377,6.623
179,0.000,103,103,103,10.760,6.048
180,0.000,31,31,31,11.308,5.692
181,0.000,112,112,112,10.952,7.253
182,0.000,119,119,119,11.610,7.007
183,0.000,103,103,103,12.349,6.596
184,0.000,97,97,97,13.500,5.774
185,0.000,97,97,97,7.308,9.555
186,0.000,97,97,97,7.582,8.103
187,0.000,66,66,66,8.733,8.075
188,0.000,78,78,78,9.527,8.705
189,0.000,119,119,119,8.651,10.651
190,0.000,128,128,128,8.158,12.651
191,0.000,81,81,81,10.925,10.432
192,0.000,87,87,87,11.856,10.103
193,0.000,91,91,91,12.322,11.007
194,0.000,48,48,48,12.651,9.774
195,0.000,60,60,60,13.281,8.651
196,0.000,131,131,131,13.445,9.856
197,0.000,106,106,106,13.966,9.692
198,0.000,166,166,166,14.897,9.116
199,0.000,97,97,97,15.144,10.103
200,0.000,141,141,141,14.733,10.514
201,0.000,160,160,160,14.760,11.089
202,0.000,157,157,157,15.144,11.308
203,0.000,78,78,78,15.801,11.911
204,0.000,119,119,119,20.815,12.486
