 ,Area,Mean,Min,Max,X,Y
1,0.000,181,181,181,0.027,0.493
2,0.000,170,170,170,0.130,1.171
3,0.000,192,192,192,0.349,1.144
4,0.000,96,96,96,0.815,1.062
5,0.000,200,200,200,1.582,0.897
6,0.000,227,227,227,1.418,1.226
7,0.000,155,155,155,1.281,1.363
8,0.000,212,212,212,1.418,1.637
9,0.000,177,177,177,1.445,1.911
10,0.000,125,125,125,1.582,2.075
11,0.000,208,208,208,1.473,2.322
12,0.000,231,231,231,1.363,2.404
13,0.000,212,212,212,1.171,2.568
14,0.000,96,96,96,1.034,2.870
15,0.000,166,166,166,0.322,3.281
16,0.000,185,185,185,0.267,3.007
17,0.000,151,151,151,0.404,4.158
18,0.000,227,227,227,2.267,3.445
19,0.000,192,192,192,2.596,3.199
20,0.000,212,212,212,2.842,3.007
21,0.000,129,129,129,3.144,2.760
22,0.000,181,181,181,3.281,2.432
23,0.000,181,181,181,3.500,1.747
24,0.000,215,215,215,4.130,1.610
25,0.000,192,192,192,4.541,1.363
26,0.000,188,188,188,4.897,1.116
27,0.000,196,196,196,5.007,0.952
28,0.000,158,158,158,4.568,0.432
29,0.000,121,121,121,3.774,0.322
30,0.000,147,147,147,6.158,0.651
31,0.000,151,151,151,6.623,0.295
32,0.000,204,204,204,7.034,1.007
33,0.000,192,192,192,7.390,1.637
34,0.000,170,170,170,7.993,0.432
35,0.000,196,196,196,7.253,2.295
36,0.000,188,188,188,6.952,2.678
37,0.000,173,173,173,5.171,2.185
38,0.000,158,158,158,4.925,4.103
39,0.000,181,181,181,4.623,3.829
40,0.000,215,215,215,4.075,3.801
41,0.000,212,212,212,3.637,3.801
42,0.000,196,196,196,3.336,3.911
43,0.000,181,181,181,3.226,4.158
44,0.000,200,200,200,3.171,4.459
45,0.000,204,204,204,3.062,4.760
46,0.000,185,185,185,2.952,5.062
47,0.000,188,188,188,2.842,5.336
48,0.000,125,125,125,2.212,6.240
49,0.000,166,166,166,1.966,6.596
50,0.000,103,103,103,1.089,4.952
51,0.000,86,86,86,0.760,5.884
52,0.000,173,173,173,0.760,6.760
53,0.000,181,181,181,0.651,6.925
54,0.000,185,185,185,0.596,7.116
55,0.000,185,185,185,0.623,7.363
56,0.000,162,162,162,0.788,7.582
57,0.000,212,212,212,0.870,7.829
58,0.000,196,196,196,0.870,7.911
59,0.000,132,132,132,0.870,8.185
60,0.000,143,143,143,0.733,8.705
61,0.000,188,188,188,0.185,8.897
62,0.000,89,89,89,0.514,11.089
63,0.000,188,188,188,1.062,10.979
64,0.000,196,196,196,1.527,11.062
65,0.000,212,212,212,1.856,11.390
66,0.000,181,181,181,1.582,11.637
67,0.000,208,208,208,2.212,11.637
68,0.000,188,188,188,2.733,11.610
69,0.000,147,147,147,3.226,11.144
70,0.000,103,103,103,3.719,10.870
71,0.000,170,170,170,3.774,10.404
72,0.000,140,140,140,3.692,10.212
73,0.000,181,181,181,3.610,10.185
74,0.000,158,158,158,3.473,9.993
75,0.000,188,188,188,3.034,9.664
76,0.000,173,173,173,2.815,9.582
77,0.000,181,181,181,2.404,9.692
78,0.000,188,188,188,1.774,9.719
79,0.000,173,173,173,1.527,9.911
80,0.000,188,188,188,1.199,10.048
81,0.000,192,192,192,1.144,10.322
82,0.000,173,173,173,2.295,9.199
83,0.000,188,188,188,2.048,9.253
84,0.000,200,200,200,2.349,8.651
85,0.000,177,177,177,2.075,8.048
86,0.000,212,212,212,1.637,7.774
87,0.000,208,208,208,1.719,7.144
88,0.000,208,208,208,2.623,13.253
89,0.000,151,151,151,1.884,12.240
90,0.000,192,192,192,0.897,13.582
91,0.000,215,215,215,4.158,13.500
92,0.000,155,155,155,5.281,13.336
93,0.000,121,121,121,4.897,12.514
94,0.000,114,114,114,4.568,12.459
95,0.000,58,58,58,4.212,12.021
96,0.000,121,121,121,4.377,9.007
97,0.000,170,170,170,4.048,9.007
98,0.000,155,155,155,3.911,8.733
99,0.000,170,170,170,3.856,8.432
100,0.000,170,170,170,3.774,8.158
101,0.000,188,188,188,3.719,7.774
102,0.000,196,196,196,3.582,7.473
103,0.000,143,143,143,3.884,7.336
104,0.000,114,114,114,4.075,7.199
105,0.000,208,208,208,4.514,7.527
106,0.000,215,215,215,4.760,7.664
107,0.000,170,170,170,5.116,7.938
108,0.000,181,181,181,5.473,8.240
109,0.000,162,162,162,4.788,8.623
110,0.000,96,96,96,5.418,8.870
111,0.000,136,136,136,6.048,9.445
112,0.000,208,208,208,6.158,8.842
113,0.000,200,200,200,7.966,10.404
