 ,Area,Mean,Min,Max,X,Y
1,0.000,77,77,77,0.767,1.753
2,0.000,118,118,118,0.295,2.103
3,0.000,74,74,74,0.404,2.952
4,0.000,77,77,77,1.719,1.116
5,0.000,103,103,103,1.938,1.281
6,0.000,115,115,115,2.103,1.664
7,0.000,92,92,92,2.514,2.130
8,0.000,86,86,86,2.596,2.432
9,0.000,103,103,103,2.733,2.952
10,0.000,121,121,121,1.610,3.527
11,0.000,106,106,106,1.253,3.938
12,0.000,83,83,83,1.336,4.897
13,0.000,100,100,100,1.445,5.418
14,0.000,74,74,74,3.911,0.733
15,0.000,42,42,42,5.007,0.733
16,0.000,48,48,48,5.253,0.623
17,0.000,71,71,71,5.199,0.952
18,0.000,34,34,34,5.445,1.363
19,0.000,25,25,25,3.747,3.007
20,0.000,112,112,112,3.363,4.048
21,0.000,118,118,118,2.651,5.034
22,0.000,86,86,86,4.541,4.130
23,0.000,80,80,80,4.925,3.692
24,0.000,100,100,100,5.747,3.171
25,0.000,77,77,77,5.582,2.568
26,0.000,65,65,65,6.760,2.815
27,0.000,89,89,89,7.116,0.212
28,0.000,124,124,124,7.336,0.486
29,0.000,92,92,92,7.911,0.788
30,0.000,130,130,130,8.130,0.870
31,0.000,103,103,103,9.116,0.788
32,0.000,86,86,86,9.253,0.075
33,0.000,92,92,92,10.705,0.103
34,0.000,133,133,133,9.938,0.815
35,0.000,37,37,37,11.938,0.568
36,0.000,62,62,62,12.897,0.541
37,0.000,118,118,118,8.925,2.596
38,0.000,112,112,112,9.445,2.596
39,0.000,130,130,130,9.911,2.075
40,0.000,136,136,136,9.664,2.404
41,0.000,167,167,167,9.966,2.432
42,0.000,62,62,62,11.144,1.747
43,0.000,103,103,103,13.774,1.801
44,0.000,124,124,124,13.363,1.747
45,0.000,57,57,57,14.377,1.390
46,0.000,42,42,42,14.514,1.171
47,0.000,106,106,106,14.267,0.815
48,0.000,149,149,149,14.815,0.760
49,0.000,121,121,121,15.007,0.240
50,0.000,109,109,109,15.473,1.418
51,0.000,136,136,136,16.568,1.582
52,0.000,89,89,89,17.116,1.692
53,0.000,98,98,98,18.212,1.664
54,0.000,140,140,140,17.966,0.267
55,0.000,59,59,59,18.514,0.623
56,0.000,179,179,179,19.116,1.418
57,0.000,133,133,133,19.336,1.801
58,0.000,133,133,133,19.747,2.514
59,0.000,98,98,98,20.048,2.897
60,0.000,143,143,143,20.349,3.144
61,0.000,118,118,118,20.185,2.596
62,0.000,133,133,133,20.514,2.486
63,0.000,136,136,136,20.733,2.404
