 ,Area,Mean,Min,Max,X,Y
1,0.000,219,219,219,0.658,0.274
2,0.000,188,188,188,0.459,0.514
3,0.000,170,170,170,0.623,2.788
4,0.000,140,140,140,1.308,2.349
5,0.000,204,204,204,0.158,2.514
6,0.000,192,192,192,2.623,0.979
7,0.000,223,223,223,3.034,1.390
8,0.000,235,235,235,3.171,1.801
9,0.000,204,204,204,3.473,1.829
10,0.000,143,143,143,3.253,2.295
11,0.000,185,185,185,0.185,4.815
12,0.000,188,188,188,0.788,4.705
13,0.000,185,185,185,0.952,4.295
14,0.000,196,196,196,0.705,4.295
15,0.000,185,185,185,1.253,3.856
16,0.000,196,196,196,1.226,4.733
17,0.000,188,188,188,1.829,4.651
18,0.000,200,200,200,2.240,4.103
19,0.000,208,208,208,2.568,3.966
20,0.000,200,200,200,3.171,4.075
21,0.000,200,200,200,3.445,4.075
22,0.000,200,200,200,3.966,4.267
23,0.000,140,140,140,2.623,5.281
24,0.000,177,177,177,0.705,5.747
25,0.000,215,215,215,0.870,5.911
26,0.000,114,114,114,0.705,6.870
27,0.000,151,151,151,0.267,6.897
28,0.000,170,170,170,0.185,7.281
29,0.000,196,196,196,0.295,8.130
30,0.000,86,86,86,0.623,9.199
31,0.000,107,107,107,1.034,13.664
32,0.000,158,158,158,0.678,12.979
33,0.000,192,192,192,1.637,12.870
34,0.000,215,215,215,1.363,12.432
35,0.000,192,192,192,1.116,12.048
36,0.000,223,223,223,1.418,11.281
37,0.000,166,166,166,1.171,10.568
38,0.000,188,188,188,1.938,10.322
39,0.000,185,185,185,2.075,9.993
40,0.000,219,219,219,2.733,9.719
41,0.000,196,196,196,3.089,9.527
42,0.000,196,196,196,1.774,12.240
43,0.000,170,170,170,2.158,11.993
44,0.000,212,212,212,2.705,11.966
45,0.000,147,147,147,2.760,11.555
46,0.000,192,192,192,3.281,11.719
47,0.000,170,170,170,3.637,11.555
48,0.000,204,204,204,4.295,11.226
49,0.000,215,215,215,4.815,11.308
50,0.000,173,173,173,4.979,11.144
51,0.000,188,188,188,4.514,10.623
52,0.000,173,173,173,3.801,10.021
53,0.000,166,166,166,2.788,8.158
54,0.000,147,147,147,2.322,8.212
55,0.000,188,188,188,1.747,7.993
56,0.000,151,151,151,1.418,7.747
57,0.000,200,200,200,1.884,7.226
58,0.000,204,204,204,2.733,7.062
59,0.000,111,111,111,5.062,4.267
60,0.000,181,181,181,4.979,3.911
61,0.000,140,140,140,4.705,3.637
62,0.000,82,82,82,5.829,3.144
63,0.000,82,82,82,5.747,2.651
64,0.000,162,162,162,5.719,2.349
65,0.000,170,170,170,6.185,2.267
66,0.000,166,166,166,6.568,2.130
67,0.000,155,155,155,6.815,1.993
68,0.000,86,86,86,7.226,2.075
69,0.000,188,188,188,7.610,1.719
70,0.000,196,196,196,7.774,1.829
71,0.000,107,107,107,7.007,0.158
72,0.000,181,181,181,9.336,0.925
73,0.000,204,204,204,9.336,1.089
74,0.000,125,125,125,8.075,1.856
75,0.000,170,170,170,8.459,2.240
76,0.000,93,93,93,8.486,2.432
77,0.000,166,166,166,8.021,2.733
78,0.000,162,162,162,7.664,2.651
79,0.000,181,181,181,7.473,2.733
80,0.000,121,121,121,7.199,2.788
81,0.000,132,132,132,6.925,2.788
82,0.000,132,132,132,6.788,2.623
83,0.000,192,192,192,6.678,2.486
84,0.000,103,103,103,7.171,3.884
85,0.000,177,177,177,6.815,4.651
86,0.000,177,177,177,6.568,4.733
87,0.000,196,196,196,6.322,4.788
88,0.000,173,173,173,6.103,4.760
89,0.000,204,204,204,5.719,4.897
90,0.000,185,185,185,5.719,6.295
91,0.000,196,196,196,5.582,7.062
92,0.000,143,143,143,6.048,7.747
93,0.000,223,223,223,6.486,9.445
94,0.000,196,196,196,4.870,12.432
95,0.000,96,96,96,5.911,12.295
96,0.000,121,121,121,6.432,13.144
97,0.000,136,136,136,7.007,12.130
98,0.000,151,151,151,7.555,12.760
99,0.000,204,204,204,7.473,13.363
100,0.000,166,166,166,7.144,12.705
101,0.000,185,185,185,7.829,12.185
102,0.000,188,188,188,7.719,11.473
103,0.000,173,173,173,6.897,11.007
104,0.000,192,192,192,7.829,10.925
105,0.000,140,140,140,8.842,10.459
106,0.000,147,147,147,9.390,8.596
107,0.000,158,158,158,7.884,8.486
108,0.000,143,143,143,8.212,7.445
109,0.000,103,103,103,9.089,6.925
110,0.000,192,192,192,9.829,6.021
111,0.000,208,208,208,10.103,2.349
112,0.000,162,162,162,10.514,2.568
113,0.000,204,204,204,10.842,2.623
114,0.000,129,129,129,11.171,2.897
115,0.000,158,158,158,11.555,3.062
116,0.000,212,212,212,11.692,3.390
117,0.000,188,188,188,11.911,3.719
118,0.000,185,185,185,11.911,4.048
119,0.000,158,158,158,10.925,4.760
120,0.000,200,200,200,12.432,4.103
121,0.000,114,114,114,12.651,4.678
122,0.000,136,136,136,12.240,5.500
123,0.000,129,129,129,12.651,6.459
124,0.000,192,192,192,11.582,6.842
125,0.000,151,151,151,11.829,6.212
126,0.000,158,158,158,11.747,5.884
127,0.000,155,155,155,10.486,6.979
128,0.000,147,147,147,9.966,6.925
129,0.000,177,177,177,9.692,7.253
130,0.000,200,200,200,10.130,4.212
131,0.000,188,188,188,9.829,3.500
132,0.000,204,204,204,9.610,3.144
133,0.000,196,196,196,9.007,3.336
134,0.000,208,208,208,9.062,3.664
