 ,Area,Mean,Min,Max,X,Y
1,0.000,129,129,129,0.027,1.151
2,0.000,132,132,132,0.897,0.295
3,0.000,227,227,227,0.705,0.103
4,0.000,188,188,188,1.199,0.459
5,0.000,185,185,185,1.610,0.459
6,0.000,215,215,215,1.829,0.432
7,0.000,173,173,173,2.103,0.295
8,0.000,192,192,192,2.295,0.267
9,0.000,212,212,212,2.432,0.048
10,0.000,151,151,151,2.459,0.568
11,0.000,188,188,188,0.705,1.664
12,0.000,192,192,192,0.377,3.418
13,0.000,219,219,219,0.432,2.925
14,0.000,227,227,227,1.226,3.199
15,0.000,188,188,188,1.500,3.390
16,0.000,170,170,170,1.473,3.555
17,0.000,215,215,215,0.870,3.774
18,0.000,200,200,200,2.514,3.336
19,0.000,166,166,166,4.212,2.185
20,0.000,147,147,147,4.596,1.610
21,0.000,219,219,219,4.788,1.281
22,0.000,227,227,227,4.870,1.062
23,0.000,196,196,196,5.500,0.815
24,0.000,200,200,200,5.911,1.390
25,0.000,223,223,223,6.267,1.801
26,0.000,129,129,129,6.432,2.130
27,0.000,111,111,111,4.760,3.281
28,0.000,192,192,192,4.514,2.925
29,0.000,212,212,212,4.267,3.034
30,0.000,212,212,212,2.952,3.610
31,0.000,208,208,208,3.171,3.363
32,0.000,188,188,188,2.568,2.705
33,0.000,162,162,162,0.897,6.158
34,0.000,118,118,118,1.144,5.555
35,0.000,200,200,200,3.774,4.925
36,0.000,208,208,208,3.500,5.911
37,0.000,208,208,208,3.226,5.664
38,0.000,166,166,166,6.021,3.473
39,0.000,212,212,212,8.322,0.568
40,0.000,200,200,200,8.788,0.870
41,0.000,177,177,177,9.034,0.651
42,0.000,212,212,212,9.637,0.568
43,0.000,200,200,200,10.048,0.514
44,0.000,188,188,188,10.568,0.267
45,0.000,192,192,192,9.555,1.719
46,0.000,200,200,200,9.829,1.199
47,0.000,219,219,219,10.103,1.171
48,0.000,200,200,200,8.925,1.610
49,0.000,173,173,173,12.158,0.267
50,0.000,243,243,243,10.733,0.897
51,0.000,181,181,181,11.089,0.651
52,0.000,192,192,192,11.308,0.952
53,0.000,227,227,227,11.089,1.473
54,0.000,100,100,100,10.925,1.582
55,0.000,173,173,173,10.925,1.719
56,0.000,185,185,185,10.842,1.884
57,0.000,208,208,208,10.979,2.021
58,0.000,188,188,188,11.253,2.130
59,0.000,162,162,162,11.473,2.048
60,0.000,223,223,223,11.938,1.911
