 ,Area,Mean,Min,Max,X,Y
1,0.000,94,94,94,0.685,1.370
2,0.000,57,57,57,1.226,1.445
3,0.000,128,128,128,1.500,0.459
4,0.000,128,128,128,0.486,4.075
5,0.000,100,100,100,1.582,3.555
6,0.000,119,119,119,2.541,3.610
7,0.000,157,157,157,2.952,2.514
8,0.000,94,94,94,3.336,2.185
9,0.000,131,131,131,3.555,1.336
10,0.000,106,106,106,3.993,0.788
11,0.000,125,125,125,4.240,0.623
12,0.000,97,97,97,4.623,0.322
13,0.000,109,109,109,4.623,1.774
14,0.000,134,134,134,6.486,0.541
15,0.000,115,115,115,6.979,0.760
16,0.000,72,72,72,7.116,0.322
17,0.000,173,173,173,5.966,2.568
18,0.000,100,100,100,7.199,2.240
19,0.000,141,141,141,7.692,1.856
20,0.000,115,115,115,8.075,1.226
21,0.000,138,138,138,7.637,2.432
22,0.000,87,87,87,7.911,2.322
23,0.000,112,112,112,10.158,1.582
24,0.000,147,147,147,10.596,1.336
25,0.000,150,150,150,11.363,2.486
26,0.000,144,144,144,11.582,2.103
27,0.000,131,131,131,11.801,1.747
28,0.000,31,31,31,11.938,1.610
29,0.000,141,141,141,12.404,1.390
30,0.000,115,115,115,12.623,1.144
31,0.000,154,154,154,12.870,0.897
32,0.000,131,131,131,13.144,1.007
33,0.000,103,103,103,13.418,0.733
34,0.000,170,170,170,13.774,0.459
35,0.000,122,122,122,14.021,0.185
36,0.000,75,75,75,14.705,0.404
37,0.000,103,103,103,16.705,0.075
38,0.000,69,69,69,16.760,0.322
39,0.000,69,69,69,13.473,2.842
40,0.000,66,66,66,13.801,3.664
41,0.000,60,60,60,14.103,3.473
42,0.000,122,122,122,15.116,2.240
43,0.000,81,81,81,15.527,1.993
44,0.000,131,131,131,16.459,1.116
45,0.000,134,134,134,16.842,1.829
46,0.000,97,97,97,17.418,1.253
47,0.000,134,134,134,17.884,0.788
48,0.000,13,13,13,19.884,0.212
49,0.000,51,51,51,15.692,3.390
50,0.000,128,128,128,17.171,3.856
51,0.000,147,147,147,17.747,3.610
52,0.000,122,122,122,17.966,3.308
53,0.000,72,72,72,19.336,2.295
54,0.000,78,78,78,19.993,1.801
55,0.000,189,189,189,19.473,3.418
56,0.000,134,134,134,19.856,3.445
57,0.000,134,134,134,20.651,3.911
58,0.000,119,119,119,20.952,5.637
59,0.000,103,103,103,20.760,5.336
60,0.000,63,63,63,17.829,5.610
61,0.000,112,112,112,17.527,5.034
62,0.000,66,66,66,15.336,5.445
63,0.000,28,28,28,12.979,5.199
64,0.000,91,91,91,12.760,6.568
65,0.000,106,106,106,12.952,6.897
66,0.000,131,131,131,13.390,6.267
67,0.000,39,39,39,15.966,6.295
68,0.000,112,112,112,15.692,6.514
69,0.000,28,28,28,13.829,7.856
70,0.000,66,66,66,11.116,6.130
71,0.000,36,36,36,10.103,7.144
72,0.000,128,128,128,10.596,4.678
73,0.000,109,109,109,10.021,3.774
74,0.000,131,131,131,9.582,4.185
75,0.000,138,138,138,9.418,4.651
76,0.000,75,75,75,9.034,5.664
77,0.000,122,122,122,8.048,5.034
78,0.000,134,134,134,7.473,4.705
79,0.000,78,78,78,7.363,4.185
80,0.000,131,131,131,8.322,3.719
81,0.000,103,103,103,8.678,4.212
82,0.000,144,144,144,6.048,4.295
83,0.000,115,115,115,4.103,4.514
84,0.000,112,112,112,6.130,5.664
85,0.000,103,103,103,0.349,6.486
86,0.000,91,91,91,1.390,6.459
87,0.000,72,72,72,1.664,6.541
88,0.000,81,81,81,0.130,8.651
89,0.000,128,128,128,0.103,9.610
90,0.000,109,109,109,0.322,9.829
91,0.000,54,54,54,1.171,8.404
92,0.000,66,66,66,1.774,7.801
93,0.000,66,66,66,0.870,10.678
94,0.000,109,109,109,0.103,12.377
95,0.000,75,75,75,0.404,13.390
