 ,Area,Mean,Min,Max,X,Y
1,0.000,192,192,192,0.356,0.575
2,0.000,181,181,181,0.733,0.623
3,0.000,204,204,204,1.007,0.760
4,0.000,196,196,196,1.308,0.842
5,0.000,170,170,170,1.664,1.007
6,0.000,136,136,136,1.801,1.089
7,0.000,162,162,162,1.911,1.308
8,0.000,185,185,185,1.390,1.719
9,0.000,196,196,196,0.979,2.130
10,0.000,181,181,181,0.788,2.212
11,0.000,136,136,136,0.432,2.267
12,0.000,192,192,192,0.295,2.075
13,0.000,200,200,200,0.130,1.884
14,0.000,235,235,235,0.212,1.473
15,0.000,235,235,235,0.185,1.116
16,0.000,200,200,200,0.267,0.897
17,0.000,188,188,188,1.390,0.130
18,0.000,196,196,196,1.637,0.432
19,0.000,147,147,147,3.445,0.541
20,0.000,185,185,185,3.911,1.390
21,0.000,192,192,192,4.021,1.856
22,0.000,185,185,185,4.075,2.788
23,0.000,212,212,212,4.075,2.568
24,0.000,132,132,132,4.075,2.295
25,0.000,188,188,188,4.267,1.993
26,0.000,215,215,215,4.541,2.048
27,0.000,219,219,219,4.651,2.295
28,0.000,185,185,185,4.897,2.404
29,0.000,185,185,185,5.253,2.240
30,0.000,235,235,235,5.637,1.993
31,0.000,204,204,204,5.938,1.637
32,0.000,140,140,140,6.349,1.445
33,0.000,143,143,143,6.267,0.295
34,0.000,181,181,181,5.555,0.295
35,0.000,151,151,151,5.199,0.185
36,0.000,177,177,177,3.884,0.377
37,0.000,107,107,107,7.144,0.842
38,0.000,196,196,196,6.979,0.295
39,0.000,185,185,185,7.281,0.103
40,0.000,162,162,162,7.582,0.651
41,0.000,166,166,166,7.938,0.733
42,0.000,177,177,177,8.295,0.815
43,0.000,158,158,158,8.514,0.952
44,0.000,155,155,155,8.678,0.377
45,0.000,196,196,196,9.171,0.870
46,0.000,140,140,140,1.034,2.925
47,0.000,196,196,196,1.390,3.089
48,0.000,166,166,166,1.610,3.253
49,0.000,196,196,196,1.774,3.363
50,0.000,177,177,177,1.829,3.527
51,0.000,200,200,200,1.966,3.637
52,0.000,151,151,151,1.664,3.938
53,0.000,129,129,129,1.226,4.322
54,0.000,140,140,140,0.322,6.870
55,0.000,129,129,129,0.733,9.856
56,0.000,79,79,79,1.336,10.568
57,0.000,125,125,125,0.048,13.829
58,0.000,143,143,143,0.130,13.692
59,0.000,208,208,208,0.404,13.062
60,0.000,185,185,185,0.103,12.760
61,0.000,181,181,181,0.130,12.377
62,0.000,170,170,170,1.747,10.075
63,0.000,192,192,192,2.185,10.514
64,0.000,173,173,173,2.541,10.705
65,0.000,227,227,227,2.842,10.815
66,0.000,196,196,196,3.062,10.897
67,0.000,196,196,196,3.226,10.952
68,0.000,173,173,173,3.390,10.432
69,0.000,181,181,181,3.500,10.240
70,0.000,188,188,188,3.884,10.048
71,0.000,192,192,192,3.993,10.021
72,0.000,219,219,219,4.514,10.130
73,0.000,204,204,204,3.692,9.281
74,0.000,181,181,181,3.363,8.897
75,0.000,185,185,185,2.925,8.568
76,0.000,121,121,121,3.692,7.062
77,0.000,37,37,37,3.473,6.979
78,0.000,129,129,129,3.363,6.788
79,0.000,155,155,155,3.308,6.404
80,0.000,173,173,173,3.253,6.185
81,0.000,227,227,227,3.253,5.884
82,0.000,181,181,181,3.308,5.664
83,0.000,196,196,196,3.390,5.500
84,0.000,188,188,188,3.527,5.390
85,0.000,177,177,177,3.774,5.253
86,0.000,212,212,212,4.158,5.089
87,0.000,215,215,215,4.349,5.007
88,0.000,188,188,188,4.568,4.897
89,0.000,173,173,173,5.034,4.596
90,0.000,204,204,204,4.377,4.185
91,0.000,173,173,173,3.993,3.829
92,0.000,200,200,200,3.747,3.664
93,0.000,204,204,204,3.281,3.336
94,0.000,204,204,204,2.979,3.144
95,0.000,140,140,140,2.760,2.979
96,0.000,215,215,215,2.404,2.733
97,0.000,192,192,192,2.240,3.144
98,0.000,223,223,223,2.623,3.993
99,0.000,192,192,192,3.007,4.185
100,0.000,158,158,158,3.253,4.486
101,0.000,192,192,192,2.623,5.007
102,0.000,196,196,196,2.404,5.555
103,0.000,155,155,155,0.979,7.281
104,0.000,177,177,177,0.760,6.870
105,0.000,173,173,173,2.897,13.993
106,0.000,181,181,181,3.116,13.637
107,0.000,185,185,185,3.062,13.007
108,0.000,215,215,215,3.007,12.541
109,0.000,136,136,136,3.062,12.185
110,0.000,196,196,196,3.911,11.829
111,0.000,212,212,212,4.349,11.555
112,0.000,208,208,208,4.815,11.774
113,0.000,173,173,173,5.363,11.856
114,0.000,86,86,86,4.486,13.610
115,0.000,140,140,140,4.240,13.226
116,0.000,151,151,151,4.349,13.034
117,0.000,208,208,208,4.486,12.925
118,0.000,188,188,188,4.760,12.760
119,0.000,239,239,239,4.897,12.733
120,0.000,188,188,188,4.596,12.459
121,0.000,177,177,177,4.870,12.568
122,0.000,188,188,188,5.144,12.788
123,0.000,162,162,162,5.171,12.979
124,0.000,173,173,173,5.199,13.144
125,0.000,173,173,173,8.568,13.884
126,0.000,177,177,177,8.651,13.473
127,0.000,192,192,192,8.623,13.062
128,0.000,185,185,185,8.760,12.651
129,0.000,227,227,227,9.171,12.541
130,0.000,170,170,170,7.911,12.979
131,0.000,132,132,132,10.240,13.938
132,0.000,0,0,0,10.486,13.829
133,0.000,114,114,114,10.623,13.829
134,0.000,155,155,155,10.979,13.418
135,0.000,89,89,89,11.144,13.089
136,0.000,79,79,79,10.596,12.377
137,0.000,192,192,192,9.938,12.925
138,0.000,173,173,173,10.240,12.788
139,0.000,227,227,227,10.842,12.075
140,0.000,151,151,151,10.788,11.829
141,0.000,162,162,162,10.349,11.500
142,0.000,143,143,143,10.404,11.281
143,0.000,200,200,200,9.938,11.500
144,0.000,173,173,173,10.075,11.034
145,0.000,173,173,173,9.308,11.089
146,0.000,147,147,147,9.199,10.432
147,0.000,192,192,192,9.089,9.363
148,0.000,177,177,177,8.048,10.541
149,0.000,204,204,204,7.829,9.664
150,0.000,192,192,192,7.116,9.966
151,0.000,173,173,173,6.733,10.733
152,0.000,162,162,162,5.116,9.089
153,0.000,114,114,114,5.829,8.541
154,0.000,143,143,143,4.733,8.130
155,0.000,155,155,155,4.295,7.116
156,0.000,215,215,215,4.404,6.651
157,0.000,166,166,166,4.514,6.377
158,0.000,166,166,166,4.486,6.158
159,0.000,192,192,192,4.486,5.884
160,0.000,155,155,155,4.459,5.692
161,0.000,162,162,162,5.089,7.500
162,0.000,166,166,166,5.253,7.226
163,0.000,177,177,177,7.062,5.884
164,0.000,235,235,235,7.199,6.103
165,0.000,204,204,204,7.418,6.377
166,0.000,212,212,212,7.637,6.596
167,0.000,219,219,219,7.829,6.295
168,0.000,200,200,200,8.021,6.103
169,0.000,219,219,219,8.322,5.747
170,0.000,89,89,89,10.432,7.253
171,0.000,0,0,0,9.966,7.527
172,0.000,96,96,96,9.445,7.500
173,0.000,147,147,147,9.637,6.952
174,0.000,100,100,100,10.103,6.459
175,0.000,215,215,215,10.788,5.418
176,0.000,151,151,151,5.719,3.418
177,0.000,185,185,185,5.801,3.144
178,0.000,215,215,215,6.103,3.007
179,0.000,192,192,192,6.349,3.253
180,0.000,208,208,208,6.979,3.418
181,0.000,215,215,215,7.418,3.445
182,0.000,185,185,185,7.747,3.171
183,0.000,223,223,223,8.048,2.897
184,0.000,208,208,208,8.103,2.733
185,0.000,215,215,215,8.596,2.541
186,0.000,223,223,223,8.842,2.459
187,0.000,173,173,173,9.089,2.349
188,0.000,192,192,192,9.034,2.925
189,0.000,181,181,181,8.979,3.144
190,0.000,200,200,200,9.500,3.418
191,0.000,219,219,219,9.747,3.144
192,0.000,200,200,200,9.637,2.870
193,0.000,200,200,200,9.390,2.760
194,0.000,188,188,188,10.733,2.295
195,0.000,185,185,185,10.678,1.884
196,0.000,181,181,181,11.445,1.774
197,0.000,185,185,185,11.116,1.062
198,0.000,170,170,170,10.596,1.007
199,0.000,196,196,196,10.404,1.007
200,0.000,196,196,196,11.664,0.240
201,0.000,196,196,196,12.048,0.075
202,0.000,166,166,166,11.993,1.116
203,0.000,185,185,185,12.048,0.952
204,0.000,166,166,166,12.623,0.596
205,0.000,196,196,196,13.418,0.925
206,0.000,188,188,188,13.692,0.842
207,0.000,212,212,212,14.075,0.760
208,0.000,162,162,162,13.774,0.322
209,0.000,158,158,158,12.267,4.760
210,0.000,118,118,118,11.555,4.377
211,0.000,204,204,204,11.308,3.747
212,0.000,188,188,188,11.116,3.445
213,0.000,227,227,227,11.253,3.199
214,0.000,173,173,173,11.089,2.815
215,0.000,208,208,208,11.363,2.596
216,0.000,235,235,235,11.829,2.568
217,0.000,196,196,196,12.075,2.596
218,0.000,162,162,162,12.130,2.842
219,0.000,200,200,200,12.295,3.062
220,0.000,185,185,185,13.199,3.089
221,0.000,204,204,204,13.144,2.623
