 ,Area,Mean,Min,Max,X,Y
1,0.000,215,215,215,0.301,2.466
2,0.000,132,132,132,0.459,2.267
3,0.000,151,151,151,0.541,2.158
4,0.000,114,114,114,0.514,2.021
5,0.000,255,255,255,0.185,1.226
6,0.000,235,235,235,0.212,0.788
7,0.000,204,204,204,1.582,0.267
8,0.000,212,212,212,1.856,0.459
9,0.000,188,188,188,1.966,0.760
10,0.000,243,243,243,2.021,1.062
11,0.000,188,188,188,1.938,1.281
12,0.000,219,219,219,1.281,2.377
13,0.000,166,166,166,2.514,0.404
14,0.000,166,166,166,2.842,2.596
15,0.000,147,147,147,2.925,1.637
16,0.000,158,158,158,3.062,1.226
17,0.000,231,231,231,3.253,0.842
18,0.000,200,200,200,3.363,0.486
19,0.000,215,215,215,3.500,0.349
20,0.000,208,208,208,3.774,0.048
21,0.000,107,107,107,4.678,1.144
22,0.000,162,162,162,1.281,5.390
23,0.000,243,243,243,0.267,5.500
24,0.000,212,212,212,0.541,5.144
25,0.000,204,204,204,0.240,4.788
26,0.000,185,185,185,3.582,4.322
27,0.000,208,208,208,4.240,4.048
28,0.000,208,208,208,4.021,3.747
29,0.000,212,212,212,3.801,3.336
30,0.000,223,223,223,2.185,3.226
31,0.000,204,204,204,6.048,2.952
32,0.000,239,239,239,5.610,2.486
33,0.000,185,185,185,5.336,2.021
34,0.000,231,231,231,5.418,1.363
35,0.000,215,215,215,6.075,1.418
36,0.000,231,231,231,6.459,1.363
37,0.000,177,177,177,6.788,1.473
38,0.000,177,177,177,7.144,1.856
39,0.000,125,125,125,6.925,2.267
40,0.000,114,114,114,6.733,2.158
41,0.000,219,219,219,7.473,0.432
42,0.000,181,181,181,7.582,0.733
43,0.000,192,192,192,8.048,1.171
44,0.000,129,129,129,8.514,1.473
45,0.000,200,200,200,8.842,1.445
46,0.000,121,121,121,9.363,1.719
47,0.000,170,170,170,10.103,1.774
48,0.000,243,243,243,10.459,1.500
49,0.000,177,177,177,10.596,0.842
50,0.000,177,177,177,10.623,0.541
51,0.000,215,215,215,10.678,0.240
52,0.000,251,251,251,11.363,0.322
53,0.000,188,188,188,11.719,0.185
54,0.000,192,192,192,12.048,0.212
55,0.000,173,173,173,12.760,0.486
56,0.000,204,204,204,12.596,0.815
57,0.000,121,121,121,12.568,1.171
58,0.000,223,223,223,12.541,1.747
59,0.000,181,181,181,12.651,2.377
60,0.000,107,107,107,12.870,2.678
61,0.000,143,143,143,13.500,2.979
62,0.000,31,31,31,12.897,3.884
63,0.000,65,65,65,12.048,3.308
64,0.000,103,103,103,12.623,2.596
65,0.000,0,0,0,12.733,3.226
66,0.000,155,155,155,11.801,3.199
67,0.000,188,188,188,11.555,3.144
68,0.000,200,200,200,11.473,3.171
69,0.000,223,223,223,11.226,3.281
70,0.000,170,170,170,11.034,3.336
71,0.000,192,192,192,10.815,3.363
72,0.000,200,200,200,10.432,3.281
73,0.000,162,162,162,10.322,3.062
74,0.000,158,158,158,10.130,2.842
75,0.000,177,177,177,9.801,2.815
76,0.000,188,188,188,9.637,2.623
77,0.000,143,143,143,8.295,2.295
78,0.000,118,118,118,9.034,3.527
79,0.000,181,181,181,9.007,3.308
80,0.000,177,177,177,9.336,3.938
81,0.000,155,155,155,10.870,4.541
82,0.000,188,188,188,11.171,4.349
83,0.000,192,192,192,11.418,4.295
84,0.000,215,215,215,11.308,5.226
85,0.000,208,208,208,11.363,5.418
86,0.000,136,136,136,8.541,4.815
87,0.000,219,219,219,7.911,3.199
88,0.000,223,223,223,7.664,3.692
89,0.000,215,215,215,7.473,4.021
90,0.000,212,212,212,7.418,4.267
91,0.000,177,177,177,6.897,4.568
92,0.000,173,173,173,6.596,4.733
93,0.000,215,215,215,6.130,4.733
94,0.000,143,143,143,5.336,5.062
95,0.000,86,86,86,5.445,4.349
96,0.000,208,208,208,5.445,3.993
97,0.000,173,173,173,6.185,5.582
98,0.000,231,231,231,6.158,5.418
99,0.000,143,143,143,5.116,6.185
100,0.000,177,177,177,4.733,6.048
101,0.000,177,177,177,4.623,6.322
102,0.000,215,215,215,4.432,6.459
103,0.000,158,158,158,3.445,6.459
104,0.000,204,204,204,3.637,7.034
105,0.000,204,204,204,4.185,7.390
106,0.000,107,107,107,4.815,7.007
107,0.000,215,215,215,0.212,8.760
108,0.000,185,185,185,0.322,8.432
109,0.000,170,170,170,0.514,8.596
110,0.000,140,140,140,0.842,8.459
111,0.000,204,204,204,0.870,9.747
112,0.000,204,204,204,1.062,9.473
113,0.000,208,208,208,1.171,9.171
114,0.000,208,208,208,1.253,9.007
115,0.000,200,200,200,2.651,7.829
116,0.000,219,219,219,2.705,7.500
117,0.000,227,227,227,1.801,9.363
118,0.000,200,200,200,1.856,9.610
119,0.000,192,192,192,1.856,10.295
120,0.000,212,212,212,1.171,10.267
121,0.000,188,188,188,0.048,11.336
122,0.000,170,170,170,0.404,12.295
123,0.000,185,185,185,0.075,13.336
124,0.000,219,219,219,0.432,13.966
125,0.000,200,200,200,0.541,13.692
126,0.000,196,196,196,1.308,11.966
127,0.000,173,173,173,1.473,11.938
128,0.000,200,200,200,0.870,11.199
129,0.000,200,200,200,1.253,11.199
130,0.000,132,132,132,2.925,11.089
131,0.000,223,223,223,3.363,11.527
132,0.000,196,196,196,3.801,11.336
133,0.000,204,204,204,4.075,11.253
134,0.000,227,227,227,4.651,11.089
135,0.000,192,192,192,4.733,10.295
136,0.000,204,204,204,4.952,10.130
137,0.000,192,192,192,5.253,9.774
138,0.000,255,255,255,5.500,9.664
139,0.000,181,181,181,5.199,9.089
140,0.000,196,196,196,4.788,8.788
141,0.000,215,215,215,4.103,8.295
142,0.000,204,204,204,3.801,7.719
143,0.000,177,177,177,6.897,6.952
144,0.000,212,212,212,5.938,8.788
145,0.000,219,219,219,5.884,9.527
146,0.000,208,208,208,6.048,10.212
147,0.000,204,204,204,6.158,10.541
148,0.000,200,200,200,6.541,10.842
149,0.000,158,158,158,6.788,11.336
150,0.000,219,219,219,3.610,13.829
151,0.000,212,212,212,3.801,13.664
152,0.000,181,181,181,4.021,13.500
153,0.000,158,158,158,4.130,13.253
154,0.000,170,170,170,4.322,13.171
155,0.000,185,185,185,4.568,13.281
156,0.000,223,223,223,4.870,13.226
157,0.000,196,196,196,5.171,13.171
158,0.000,24,24,24,5.555,13.226
159,0.000,93,93,93,5.747,13.336
160,0.000,173,173,173,5.938,13.637
161,0.000,181,181,181,5.993,13.911
162,0.000,252,252,252,6.021,14.021
163,0.000,147,147,147,7.007,13.555
164,0.000,204,204,204,7.144,13.226
165,0.000,215,215,215,7.089,12.925
166,0.000,155,155,155,7.774,11.774
167,0.000,166,166,166,8.925,11.500
168,0.000,215,215,215,8.021,11.363
169,0.000,200,200,200,8.185,11.473
170,0.000,235,235,235,8.651,13.637
171,0.000,129,129,129,10.130,13.418
172,0.000,192,192,192,6.815,10.212
173,0.000,204,204,204,6.870,9.390
174,0.000,185,185,185,6.760,8.952
175,0.000,111,111,111,6.788,8.815
176,0.000,185,185,185,6.623,7.801
177,0.000,219,219,219,7.336,8.322
178,0.000,215,215,215,8.377,10.295
179,0.000,192,192,192,8.486,10.185
180,0.000,208,208,208,8.651,8.788
181,0.000,204,204,204,9.034,9.253
182,0.000,192,192,192,9.774,8.815
183,0.000,223,223,223,7.500,5.829
184,0.000,223,223,223,7.473,5.555
185,0.000,200,200,200,7.527,5.418
186,0.000,215,215,215,7.774,5.199
187,0.000,177,177,177,8.021,4.952
188,0.000,196,196,196,8.267,4.842
189,0.000,181,181,181,8.130,6.075
190,0.000,147,147,147,8.130,5.966
191,0.000,247,247,247,8.678,6.267
192,0.000,200,200,200,9.034,6.486
193,0.000,204,204,204,10.130,6.842
194,0.000,215,215,215,9.774,6.733
195,0.000,132,132,132,10.623,6.623
196,0.000,177,177,177,10.760,5.993
197,0.000,219,219,219,10.349,8.705
198,0.000,215,215,215,10.322,7.884
199,0.000,204,204,204,10.760,7.719
200,0.000,181,181,181,10.623,7.582
201,0.000,204,204,204,10.267,7.445
202,0.000,215,215,215,9.911,7.226
203,0.000,192,192,192,9.747,7.418
