 ,Area,Mean,Min,Max,X,Y
1,0.000,206,206,206,0.055,0.164
2,0.000,217,217,217,0.130,0.295
3,0.000,163,163,163,0.486,0.240
4,0.000,168,168,168,0.678,0.185
5,0.000,147,147,147,0.925,0.295
6,0.000,152,152,152,1.144,0.486
7,0.000,147,147,147,0.760,0.432
8,0.000,110,110,110,2.240,0.377
9,0.000,131,131,131,2.432,0.295
10,0.000,158,158,158,2.349,-0.007
11,0.000,79,79,79,1.692,1.116
12,0.000,59,59,59,1.582,1.062
13,0.000,121,121,121,1.281,0.842
14,0.000,105,105,105,1.144,1.007
15,0.000,179,179,179,0.815,1.171
16,0.000,142,142,142,0.678,1.281
17,0.000,126,126,126,0.678,1.473
18,0.000,89,89,89,0.486,1.637
19,0.000,158,158,158,0.432,1.829
20,0.000,158,158,158,0.130,1.966
21,0.000,211,211,211,0.103,1.719
22,0.000,168,168,168,0.185,2.623
23,0.000,179,179,179,0.596,2.322
24,0.000,190,190,190,0.870,2.486
25,0.000,152,152,152,1.199,2.486
26,0.000,179,179,179,1.390,2.432
27,0.000,179,179,179,1.801,2.568
28,0.000,179,179,179,1.884,2.815
29,0.000,152,152,152,2.048,3.089
30,0.000,206,206,206,2.158,3.144
31,0.000,179,179,179,2.541,3.144
32,0.000,54,54,54,2.733,2.979
33,0.000,131,131,131,3.034,2.788
34,0.000,190,190,190,3.308,2.705
35,0.000,217,217,217,3.445,3.171
36,0.000,142,142,142,3.418,3.445
37,0.000,131,131,131,3.390,3.637
38,0.000,222,222,222,3.445,3.856
39,0.000,168,168,168,2.788,3.692
40,0.000,168,168,168,2.486,3.637
41,0.000,184,184,184,2.459,0.979
42,0.000,142,142,142,2.788,0.952
43,0.000,163,163,163,2.897,0.952
44,0.000,163,163,163,3.089,1.199
45,0.000,195,195,195,3.034,1.500
46,0.000,211,211,211,3.062,1.774
47,0.000,136,136,136,3.226,2.240
48,0.000,69,69,69,5.089,0.678
49,0.000,168,168,168,6.048,2.897
50,0.000,173,173,173,6.103,2.623
51,0.000,168,168,168,6.021,1.308
52,0.000,121,121,121,4.952,2.568
53,0.000,142,142,142,4.075,3.774
54,0.000,110,110,110,3.993,3.527
55,0.000,126,126,126,4.705,3.308
56,0.000,105,105,105,4.815,3.610
57,0.000,195,195,195,4.815,3.801
58,0.000,168,168,168,4.760,4.021
59,0.000,142,142,142,5.719,4.322
60,0.000,152,152,152,6.158,4.432
61,0.000,211,211,211,6.568,4.295
62,0.000,217,217,217,6.733,4.486
63,0.000,179,179,179,7.390,4.568
64,0.000,190,190,190,7.610,4.623
65,0.000,115,115,115,7.884,4.514
66,0.000,121,121,121,8.185,4.459
67,0.000,136,136,136,8.212,4.349
68,0.000,158,158,158,8.432,4.349
69,0.000,89,89,89,8.705,4.075
70,0.000,163,163,163,7.144,3.253
71,0.000,147,147,147,7.747,2.925
72,0.000,206,206,206,8.021,2.815
73,0.000,173,173,173,8.377,2.623
74,0.000,206,206,206,8.705,2.486
75,0.000,158,158,158,9.062,2.322
76,0.000,173,173,173,9.390,2.021
77,0.000,147,147,147,7.719,1.418
78,0.000,147,147,147,7.253,1.089
79,0.000,190,190,190,7.418,0.870
80,0.000,179,179,179,6.404,0.842
81,0.000,190,190,190,6.733,0.952
82,0.000,168,168,168,5.856,0.788
83,0.000,195,195,195,8.075,1.966
84,0.000,126,126,126,8.815,1.856
85,0.000,168,168,168,8.815,1.363
86,0.000,152,152,152,9.500,1.144
87,0.000,163,163,163,9.527,1.801
88,0.000,28,28,28,9.938,2.212
89,0.000,110,110,110,10.048,2.432
90,0.000,126,126,126,10.130,2.651
91,0.000,179,179,179,10.349,2.788
92,0.000,126,126,126,10.432,2.651
93,0.000,184,184,184,10.541,2.568
94,0.000,195,195,195,10.651,2.322
95,0.000,168,168,168,10.349,1.829
96,0.000,168,168,168,10.596,2.158
97,0.000,222,222,222,10.377,2.103
98,0.000,158,158,158,10.788,1.829
99,0.000,28,28,28,10.514,1.226
100,0.000,142,142,142,9.308,0.240
101,0.000,173,173,173,9.582,0.404
102,0.000,142,142,142,9.801,0.596
103,0.000,105,105,105,10.048,0.541
104,0.000,131,131,131,10.349,0.486
105,0.000,184,184,184,10.432,0.322
106,0.000,115,115,115,10.432,0.185
107,0.000,152,152,152,12.842,0.185
108,0.000,105,105,105,12.541,2.075
109,0.000,126,126,126,13.774,2.952
110,0.000,136,136,136,13.363,2.870
111,0.000,131,131,131,13.253,2.897
112,0.000,168,168,168,13.226,3.226
113,0.000,152,152,152,13.089,3.993
114,0.000,100,100,100,12.212,4.459
115,0.000,163,163,163,12.952,4.651
116,0.000,163,163,163,13.500,4.925
117,0.000,126,126,126,13.966,5.226
