 ,Area,Mean,Min,Max,X,Y
1,0.000,162,162,162,0.521,0.329
2,0.000,127,127,127,0.021,1.993
3,0.000,157,157,157,0.075,2.705
4,0.000,127,127,127,2.185,1.993
5,0.000,71,71,71,3.034,0.788
6,0.000,132,132,132,2.267,3.116
7,0.000,148,148,148,3.884,3.664
8,0.000,111,111,111,4.075,2.815
9,0.000,157,157,157,4.952,2.103
10,0.000,143,143,143,6.322,1.034
11,0.000,132,132,132,7.062,0.267
12,0.000,127,127,127,7.664,0.377
13,0.000,58,58,58,8.349,0.733
14,0.000,167,167,167,7.801,1.500
15,0.000,154,154,154,7.281,2.623
16,0.000,79,79,79,8.541,1.664
17,0.000,132,132,132,8.979,1.144
18,0.000,146,146,146,10.103,0.212
19,0.000,111,111,111,10.240,1.555
20,0.000,146,146,146,10.568,2.541
21,0.000,74,74,74,11.829,1.473
22,0.000,173,173,173,12.623,0.651
23,0.000,140,140,140,12.788,0.952
24,0.000,116,116,116,13.144,1.801
25,0.000,111,111,111,13.253,2.267
26,0.000,121,121,121,14.568,1.527
27,0.000,79,79,79,16.432,0.349
28,0.000,116,116,116,18.432,0.322
29,0.000,138,138,138,20.842,0.541
30,0.000,87,87,87,18.952,1.390
31,0.000,100,100,100,18.541,2.377
32,0.000,121,121,121,17.473,2.021
33,0.000,159,159,159,15.801,2.322
34,0.000,113,113,113,14.623,2.678
35,0.000,135,135,135,15.664,3.253
36,0.000,157,157,157,17.692,3.171
37,0.000,138,138,138,20.678,3.034
38,0.000,130,130,130,20.486,4.925
39,0.000,82,82,82,18.897,4.788
40,0.000,111,111,111,18.596,4.623
41,0.000,108,108,108,16.486,5.007
42,0.000,154,154,154,16.541,4.130
43,0.000,154,154,154,16.295,4.514
44,0.000,119,119,119,13.171,4.404
45,0.000,84,84,84,12.596,3.363
46,0.000,108,108,108,13.281,5.062
47,0.000,79,79,79,12.815,6.103
48,0.000,140,140,140,13.062,6.295
49,0.000,92,92,92,11.363,5.062
50,0.000,130,130,130,10.514,5.171
51,0.000,95,95,95,10.267,4.267
52,0.000,121,121,121,8.486,4.103
53,0.000,92,92,92,7.856,4.514
54,0.000,79,79,79,8.432,5.418
55,0.000,127,127,127,7.637,5.829
56,0.000,111,111,111,7.445,6.514
57,0.000,48,48,48,5.226,5.473
58,0.000,159,159,159,4.404,4.295
59,0.000,165,165,165,3.308,4.897
60,0.000,159,159,159,3.062,5.856
61,0.000,146,146,146,3.116,6.377
62,0.000,165,165,165,3.664,6.568
63,0.000,98,98,98,4.322,6.404
64,0.000,130,130,130,0.103,7.089
65,0.000,92,92,92,0.733,7.390
66,0.000,119,119,119,2.979,7.527
67,0.000,130,130,130,3.938,7.884
68,0.000,116,116,116,0.870,9.966
69,0.000,113,113,113,2.075,9.253
70,0.000,92,92,92,1.993,10.541
71,0.000,127,127,127,0.651,11.308
72,0.000,74,74,74,0.267,13.253
73,0.000,176,176,176,0.541,13.473
74,0.000,184,184,184,0.979,13.527
75,0.000,165,165,165,1.555,13.418
76,0.000,143,143,143,2.212,12.842
77,0.000,167,167,167,2.267,12.267
78,0.000,165,165,165,2.651,12.322
79,0.000,143,143,143,3.144,12.075
80,0.000,181,181,181,3.664,11.884
81,0.000,167,167,167,3.993,11.500
82,0.000,151,151,151,3.801,10.979
83,0.000,178,178,178,3.610,10.404
84,0.000,167,167,167,3.555,10.021
85,0.000,105,105,105,4.952,9.966
86,0.000,119,119,119,6.377,9.610
87,0.000,132,132,132,5.199,8.514
88,0.000,157,157,157,4.705,7.171
89,0.000,124,124,124,6.870,7.199
90,0.000,127,127,127,7.034,7.336
91,0.000,108,108,108,7.692,7.938
92,0.000,135,135,135,7.281,9.253
93,0.000,103,103,103,7.966,8.130
94,0.000,132,132,132,7.966,8.322
95,0.000,111,111,111,8.021,8.623
96,0.000,98,98,98,8.021,9.034
97,0.000,113,113,113,8.103,9.308
98,0.000,121,121,121,8.185,9.664
99,0.000,121,121,121,8.733,9.747
100,0.000,173,173,173,8.651,10.377
101,0.000,151,151,151,8.733,11.034
102,0.000,121,121,121,7.007,11.171
103,0.000,151,151,151,6.952,12.404
104,0.000,165,165,165,5.445,13.747
105,0.000,157,157,157,9.473,12.103
106,0.000,69,69,69,9.884,11.473
107,0.000,130,130,130,10.212,11.610
108,0.000,119,119,119,11.116,10.952
109,0.000,130,130,130,10.021,10.130
110,0.000,58,58,58,11.418,9.500
111,0.000,95,95,95,12.103,8.870
112,0.000,130,130,130,10.596,8.760
113,0.000,92,92,92,9.034,6.925
114,0.000,124,124,124,9.253,6.185
115,0.000,148,148,148,12.377,10.514
116,0.000,95,95,95,13.089,9.856
117,0.000,103,103,103,13.527,9.637
118,0.000,170,170,170,13.829,9.582
119,0.000,121,121,121,13.308,7.747
120,0.000,135,135,135,14.705,6.897
121,0.000,159,159,159,14.514,5.610
122,0.000,132,132,132,16.842,6.103
123,0.000,119,119,119,16.021,7.199
124,0.000,61,61,61,15.966,8.541
125,0.000,58,58,58,12.349,13.829
126,0.000,113,113,113,12.760,12.979
127,0.000,151,151,151,14.788,13.719
128,0.000,165,165,165,14.897,13.473
129,0.000,138,138,138,15.144,13.281
130,0.000,162,162,162,15.281,13.144
131,0.000,148,148,148,15.637,13.226
132,0.000,154,154,154,15.884,12.979
133,0.000,127,127,127,16.103,12.815
134,0.000,157,157,157,16.295,12.596
135,0.000,162,162,162,16.568,12.295
136,0.000,165,165,165,16.733,12.075
137,0.000,154,154,154,16.952,11.829
138,0.000,127,127,127,16.925,11.308
139,0.000,143,143,143,16.514,11.171
140,0.000,135,135,135,16.705,10.651
141,0.000,146,146,146,17.089,10.870
142,0.000,154,154,154,17.253,10.541
143,0.000,148,148,148,17.637,11.308
144,0.000,90,90,90,17.390,9.938
145,0.000,100,100,100,17.144,8.815
146,0.000,135,135,135,17.281,8.486
147,0.000,116,116,116,17.774,7.445
148,0.000,116,116,116,17.171,7.582
149,0.000,48,48,48,18.815,7.966
150,0.000,111,111,111,18.897,8.760
151,0.000,113,113,113,20.322,7.336
152,0.000,92,92,92,20.459,6.322
153,0.000,79,79,79,17.911,12.596
154,0.000,157,157,157,19.253,10.568
155,0.000,116,116,116,19.801,11.116
156,0.000,148,148,148,20.349,10.678
157,0.000,162,162,162,20.705,10.322
158,0.000,63,63,63,19.747,11.719
159,0.000,159,159,159,20.240,11.637
160,0.000,162,162,162,20.678,11.253
161,0.000,157,157,157,20.952,11.062
162,0.000,135,135,135,19.089,12.842
163,0.000,140,140,140,19.884,12.870
164,0.000,187,187,187,20.541,12.760
165,0.000,148,148,148,20.377,13.911
166,0.000,143,143,143,19.637,13.637
167,0.000,130,130,130,19.199,13.664
168,0.000,138,138,138,18.870,13.473
169,0.000,108,108,108,18.541,13.390
