 ,Area,Mean,Min,Max,X,Y
1,0.000,113,113,113,0.164,0.301
2,0.000,105,105,105,0.486,0.158
3,0.000,124,124,124,0.815,0.541
4,0.000,74,74,74,1.637,1.966
5,0.000,138,138,138,2.295,1.116
6,0.000,35,35,35,2.486,0.514
7,0.000,48,48,48,4.870,0.925
8,0.000,90,90,90,5.445,0.377
9,0.000,77,77,77,7.966,0.075
10,0.000,111,111,111,7.500,0.377
11,0.000,176,176,176,8.103,0.568
12,0.000,121,121,121,8.678,0.733
13,0.000,98,98,98,9.007,0.678
14,0.000,140,140,140,8.952,0.432
15,0.000,130,130,130,13.089,0.705
16,0.000,143,143,143,10.158,0.979
17,0.000,121,121,121,12.075,1.664
18,0.000,165,165,165,12.897,1.856
19,0.000,105,105,105,13.253,1.911
20,0.000,157,157,157,13.911,2.075
21,0.000,176,176,176,14.267,2.158
22,0.000,187,187,187,14.541,2.267
23,0.000,181,181,181,14.815,2.267
24,0.000,223,223,223,15.144,2.432
25,0.000,211,211,211,15.555,2.541
26,0.000,84,84,84,14.432,1.719
27,0.000,116,116,116,14.295,0.979
28,0.000,146,146,146,14.514,0.733
29,0.000,132,132,132,14.048,0.103
30,0.000,87,87,87,16.459,0.568
31,0.000,113,113,113,17.007,2.048
32,0.000,151,151,151,18.075,1.336
33,0.000,113,113,113,17.966,0.870
34,0.000,105,105,105,18.048,0.377
35,0.000,95,95,95,19.582,1.774
36,0.000,167,167,167,19.253,1.062
37,0.000,87,87,87,20.075,0.952
38,0.000,178,178,178,20.651,0.568
39,0.000,121,121,121,15.993,2.815
40,0.000,124,124,124,16.021,2.925
41,0.000,108,108,108,16.075,3.034
42,0.000,140,140,140,16.240,3.171
43,0.000,157,157,157,16.541,3.281
44,0.000,178,178,178,16.925,3.445
45,0.000,178,178,178,17.281,3.500
46,0.000,151,151,151,17.582,3.692
47,0.000,170,170,170,17.911,3.747
48,0.000,119,119,119,18.185,3.445
49,0.000,167,167,167,17.966,2.952
50,0.000,77,77,77,17.007,2.979
51,0.000,113,113,113,19.144,3.007
52,0.000,151,151,151,19.473,3.500
53,0.000,192,192,192,19.856,3.692
54,0.000,111,111,111,19.555,4.130
55,0.000,127,127,127,19.062,4.733
56,0.000,140,140,140,19.500,4.842
57,0.000,151,151,151,20.568,4.048
58,0.000,203,203,203,20.815,4.322
59,0.000,154,154,154,20.842,4.651
60,0.000,130,130,130,19.582,5.473
61,0.000,124,124,124,18.158,5.390
62,0.000,140,140,140,20.897,7.390
63,0.000,159,159,159,20.541,7.116
64,0.000,127,127,127,20.240,7.089
65,0.000,132,132,132,19.993,6.925
66,0.000,138,138,138,19.719,6.842
67,0.000,178,178,178,19.336,6.678
68,0.000,167,167,167,19.144,6.404
69,0.000,146,146,146,18.952,6.212
70,0.000,124,124,124,18.705,6.075
71,0.000,111,111,111,18.404,6.048
72,0.000,92,92,92,18.158,6.212
73,0.000,79,79,79,18.158,6.404
