 ,Area,Mean,Min,Max,X,Y
1,0.000,111,111,111,1.096,1.041
2,0.000,149,149,149,1.390,0.651
3,0.000,158,158,158,1.774,0.432
4,0.000,149,149,149,2.377,0.295
5,0.000,134,134,134,3.089,0.568
6,0.000,161,161,161,2.870,0.377
7,0.000,152,152,152,3.171,0.295
8,0.000,140,140,140,3.390,0.158
9,0.000,91,91,91,5.856,0.158
10,0.000,164,164,164,6.267,0.267
11,0.000,167,167,167,6.459,0.103
12,0.000,174,174,174,3.884,0.705
13,0.000,164,164,164,3.801,1.390
14,0.000,161,161,161,3.774,1.993
15,0.000,137,137,137,3.308,2.432
16,0.000,146,146,146,3.308,2.870
17,0.000,180,180,180,3.281,3.390
18,0.000,161,161,161,0.349,3.034
19,0.000,164,164,164,0.130,3.281
20,0.000,120,120,120,0.952,4.568
21,0.000,155,155,155,0.377,4.788
22,0.000,143,143,143,3.719,3.747
23,0.000,117,117,117,3.418,4.678
24,0.000,120,120,120,3.116,5.856
25,0.000,152,152,152,2.979,6.103
26,0.000,143,143,143,2.925,6.295
27,0.000,164,164,164,2.925,6.596
28,0.000,105,105,105,3.171,6.651
29,0.000,140,140,140,3.829,7.144
30,0.000,88,88,88,2.349,7.363
31,0.000,174,174,174,0.514,7.199
32,0.000,143,143,143,0.733,6.925
33,0.000,161,161,161,0.925,6.678
34,0.000,171,171,171,1.555,6.322
35,0.000,183,183,183,0.842,8.541
36,0.000,131,131,131,1.226,8.815
37,0.000,137,137,137,1.418,9.007
38,0.000,108,108,108,0.952,9.966
39,0.000,126,126,126,1.034,10.377
40,0.000,120,120,120,0.897,10.733
41,0.000,123,123,123,0.623,10.979
42,0.000,143,143,143,0.459,11.226
43,0.000,171,171,171,0.240,13.884
44,0.000,167,167,167,0.651,13.473
45,0.000,77,77,77,0.678,12.842
46,0.000,126,126,126,1.062,12.295
47,0.000,164,164,164,1.993,11.171
48,0.000,183,183,183,2.459,12.815
49,0.000,161,161,161,2.568,12.541
